,,,,,,,,,,,,,
No.,Fix Asset Name,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year,Total Acquisision value,Category,Disposal date,Year Of Disposal,Amount Deduction
2142,NB Acer Aspire 3 A314 -35.C80W N5100 QUAD 4GB+4GB 256SSD W11+OHS 14.0 - 9IST,302260,9IST,,48,4,Nov-22,2022," 4,785,000 ",Equipment,,, -   
2143,NB Acer Aspire 3 A314 -35.C80W N5100 QUAD 4GB+4GB 256SSD W11+OHS 14.0 - 9IST,302261,9IST,,48,4,Nov-22,2022," 4,785,000 ",Equipment,,, -   
2144,NB Acer Aspire 3 A314 -35.C80W N5100 QUAD 4GB+4GB 256SSD W11+OHS 14.0 - 9IST,302262,9IST,,48,4,Nov-22,2022," 4,785,000 ",Equipment,,, -   
2145,Router TPLINK TL-MR6400 - 9IST,302264,9IST,,48,4,Nov-22,2022," 765,000 ",Equipment,,, -   
2146,UPS ICA CE 1200VA - 9IST,302266,9IST,,48,4,Nov-22,2022," 1,050,000 ",Equipment,,, -   
2147,"MRA Square Cake Showcase ""CSK 180"" 1800x700x1250 - JGC1",302267,JGC1,,48,4,Nov-22,2022," 31,320,000 ",Equipment,,, -   
2148,"MRA Undercounter Chiller ""UCC 1200 P2"" 1200x750x850 - JGC1",302268,JGC1,,48,4,Nov-22,2022," 13,000,000 ",Equipment,,, -   
2149,MRA Square Cake Showcase CSK 150 1500x700x1250 - CPA1,302283,CPA1,,48,4,Nov-22,2022," 27,440,000 ",Equipment,,, -   
2150,"MRA Undercounter Chiller ""UCC 1200 P2"" 1200x750x850 - CPA1",302284,CPA1,,48,4,Nov-22,2022," 13,000,000 ",Equipment,,, -   
2151,SHARP TV LED 50 inch android smart w/ bracket - JIM1,302286,JIM1,,48,4,Nov-22,2022," 6,209,000 ",Equipment,,, -   
2152,POS 1561E FULL HD WIDE SCREEN (1 set with Printer & Cash Drawer) - MBK1,302288,MBK1,,48,4,Nov-22,2022," 28,265,274 ",Equipment,,, -   
2153,Cash Drawer (Black) Additional - MBK1,302289,MBK1,,48,4,Nov-22,2022," 716,054 ",Equipment,,, -   
2154,1561E Customer Display (2 line) - MBK1,302290,MBK1,,48,4,Nov-22,2022," 1,243,672 ",Equipment,,, -   
2155,POS 1561E FULL HD WIDE SCREEN (1 set with Printer & Cash Drawer) - CSB1,302292,CSB1,,48,4,Nov-22,2022," 28,265,274 ",Equipment,,, -   
2156,Cash Drawer (Black) Additional - CSB1,302293,CSB1,,48,4,Nov-22,2022," 716,054 ",Equipment,,, -   
2157,1561E Customer Display (2 line) - CSB1,302294,CSB1,,48,4,Nov-22,2022," 1,243,672 ",Equipment,,, -   
2158,SHARP TV LED 42 inch 2T-C42BG1l w/ bracket - CSB1,302298,CSB1,,48,4,Nov-22,2022," 4,098,000 ",Equipment,,, -   
2159,SHARP TV LED 32 inch w/ bracket - MBK1,302302,MBK1,,48,4,Nov-22,2022," 3,117,000 ",Equipment,,, -   
2160,MRA Square Cake Showcase CSK 150 1500x700x1250 - SQS1,302303,SQS1,,48,4,Nov-22,2022," 27,440,000 ",Equipment,,, -   
2161,NB Acer Aspire 3 A314 -35.C80W N5100 QUAD 4GB+4GB 256SSD W11+OHS 14.0 - 9IST,302305,9IST,,48,4,Nov-22,2022," 4,900,000 ",Equipment,,, -   
2162,NB Acer Aspire 3 A314 -35.C80W N5100 QUAD 4GB+4GB 256SSD W11+OHS 14.0 - 9IST,302306,9IST,,48,4,Nov-22,2022," 4,900,000 ",Equipment,,, -   
2163,NB Acer Aspire 3 A314 -35.C80W N5100 QUAD 4GB+4GB 256SSD W11+OHS 14.0 - 9IST,302307,9IST,,48,4,Nov-22,2022," 4,900,000 ",Equipment,,, -   
2164,Router TPLINK TL-MR6400 - CSB1,302308,CSB1,,48,4,Nov-22,2022," 765,000 ",Equipment,,, -   
2165,Router TPLINK TL-MR6400 - MBK1,302309,MBK1,,48,4,Nov-22,2022," 765,000 ",Equipment,,, -   
2166,Router TPLINK TL-MR6400 - 9IST,302310,9IST,,48,4,Nov-22,2022," 765,000 ",Equipment,,, -   
2167,Router TPLINK TL-MR6400 - 9IST,302311,9IST,,48,4,Nov-22,2022," 765,000 ",Equipment,,, -   
2168,Router TPLINK TL-MR6400 - 9IST,302312,9IST,,48,4,Nov-22,2022," 765,000 ",Equipment,,, -   
2169,Router TPLINK TL-MR6400 - 9IST,302313,9IST,,48,4,Nov-22,2022," 765,000 ",Equipment,,, -   
2170,UPS ICA CE 1200VA - MBK1,302314,MBK1,,48,4,Nov-22,2022," 1,050,000 ",Equipment,,, -   
2171,UPS ICA CE 1200VA - 9IST,302315,9IST,,48,4,Nov-22,2022," 1,050,000 ",Equipment,,, -   
2172,UPS ICA CE 1200VA - 9IST,302316,9IST,,48,4,Nov-22,2022," 1,050,000 ",Equipment,,, -   
2173,UPS ICA CE 1200VA - 9IST,302317,9IST,,48,4,Nov-22,2022," 1,050,000 ",Equipment,,, -   
2174,UPS ICA CE 1200VA - 9IST,302318,9IST,,48,4,Nov-22,2022," 1,050,000 ",Equipment,,, -   
2175,Barcode Scanner Datalogic QD2590 - MBK1,302319,MBK1,,48,4,Nov-22,2022," 1,590,000 ",Equipment,,, -   
2176,Barcode Scanner Datalogic QD2590 - 9IST,302320,9IST,,48,4,Nov-22,2022," 1,590,000 ",Equipment,,, -   
2177,Barcode Scanner Datalogic QD2590 - 9IST,302321,9IST,,48,4,Nov-22,2022," 1,590,000 ",Equipment,,, -   
2178,Barcode Scanner Datalogic QD2590 - 9IST,302322,9IST,,48,4,Nov-22,2022," 1,590,000 ",Equipment,,, -   
2179,Barcode Scanner Datalogic QD2590 - 9IST,302323,9IST,,48,4,Nov-22,2022," 1,590,000 ",Equipment,,, -   
2180,SHARP TV LED 50 inch 2T-C50BG1I w/ bracket - DSM1,302326,DSM1,,48,4,Nov-22,2022," 6,209,000 ",Equipment,,, -   
2181,Barcode Scanner Datalogic QD2590 - 9IST,302213,9IST,,48,4,Dec-22,2022," 1,590,000 ",Equipment,,, -   
2182,"Mesin Absensi (Finger Print) ""Solution"" type : X100C  - MBK1",302287,MBK1,,48,4,Dec-22,2022," 2,300,000 ",Equipment,,, -   
2183,"Mesin Absensi (Finger Print) ""Solution"" type : X100C  - CSB1",302291,CSB1,,48,4,Dec-22,2022," 2,300,000 ",Equipment,,, -   
2184,"MRA Square Cake Showcase ""CSK 180"" 1800x700x1250 - CSB1",302295,CSB1,,48,4,Dec-22,2022," 31,320,000 ",Equipment,,, -   
2185,"MRA Undercounter Chiller ""UCC 1800 P3"" 1800x750x850 - CSB1",302296,CSB1,,48,4,Dec-22,2022," 14,775,000 ",Equipment,,, -   
2186,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - CSB1,302297,CSB1,,48,4,Dec-22,2022," 6,200,000 ",Equipment,,, -   
2187,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - MBK1,302301,MBK1,,48,4,Dec-22,2022," 6,200,000 ",Equipment,,, -   
2188,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - SQS1,302304,SQS1,,48,4,Dec-22,2022," 6,200,000 ",Equipment,,, -   
2189,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - 9OPS,302327,9OPS,,48,4,Dec-22,1900," 6,200,000 ",Equipment,,, -   
2190,MRA Square Cake Showcase CSK 150 1500x700x1250 - RPK1,302334,RPK1,,48,4,Dec-22,1900," 27,440,000 ",Equipment,,, -   
2191,"MRA Undercounter Chiller ""UCC 1500 P2"" 1500x750x850 - RPK1",302335,RPK1,,48,4,Dec-22,1900," 13,800,000 ",Equipment,,, -   
2192,SHARP TV LED 42 inch w/ bracket - RPK1,302336,RPK1,,48,4,Dec-22,1900," 4,174,700 ",Equipment,,, -   
2193,"Mesin Absensi (Finger Print) ""Solution"" type : X100C  - RPK1",302337,RPK1,,48,4,Dec-22,1900," 2,000,000 ",Equipment,,, -   
2194,NB ACER TMP214-52 IC5-10210U /2x8 GB DDR4 /512 GB SSD/ WIN 11 PRO /WARRANTY 3-3-0 - 9HRC,302341,9HRC,,48,4,Dec-22,1900," 12,043,500 ",Equipment,,, -   
2195,NB ACER TMP214-52 IC5-10210U /2x8 GB DDR4 /512 GB SSD/ WIN 11 PRO /WARRANTY 3-3-0 - 9IST,302342,9IST,,48,4,Dec-22,2022," 12,043,500 ",Equipment,,, -   
2196,SHARP TV LED 42 inch w/ bracket - PMJ1,302358,PMJ1,,48,4,Dec-22,2022," 4,174,700 ",Equipment,,, -   
2197,"Mesin Absensi (Finger Print) ""Solution"" type : X100C  - PMJ1",302359,PMJ1,,48,4,Dec-22,2022," 2,000,000 ",Equipment,,, -   
2198,Printer Epson L3210 - 9FNA,302363,9FNA,,48,4,Dec-22,2022," 2,128,000 ",Equipment,,, -   
2199,KRISBOW - Paper Shredder Autofeed 180 Sheets S8016 - 9GEN,302373,9GEN,,48,4,Dec-22,2022," 3,468,378 ",Equipment,,, -   
2200,GoodNature M-1 (Package) - KKS1,302177,KKS1,,96,4,Dec-22,2022," 97,612,392 ",Equipment,,, -   
2201,SAMSUNG Galaxy A03 4/64GB - 9IST,302196,9IST,,48,4,Dec-22,2022," 1,622,000 ",Equipment,,, -   
2202,GoodNature M-1 (Package) - 9OPS,302214,9OPS,,48,4,Dec-22,2022," 89,170,430 ",Equipment,,, -   
2203,"MRA Undercounter Chiller ""UCC 1800 P3"" 1800x750x850 - JIM1",302285,JIM1,,48,4,Dec-22,2022," 14,775,000 ",Equipment,,, -   
2204,MRA Square Cake Showcase CSK 150 1500x700x1250 - MBK1,302299,MBK1,,48,4,Dec-22,2022," 27,440,000 ",Equipment,,, -   
2205,MRA Upright Chiller UPC 4 Door  - MBK1,302300,MBK1,,48,4,Dec-22,2022," 19,920,000 ",Equipment,,, -   
2206,1 Set CCTV  - SQS1,302349,SQS1,,48,4,Dec-22,2022," 5,100,000 ",Equipment,,, -   
2207,1 Set CCTV  - CSB1,302350,CSB1,,48,4,Dec-22,2022," 7,700,000 ",Equipment,,, -   
2208,1 Set CCTV  - CPA1,302352,CPA1,,48,4,Dec-22,2022," 4,250,000 ",Equipment,,, -   
2209,"MRA Square Cake Showcase ""CSK 180"" 1800x700x1250 - PMJ1",302356,PMJ1,,48,4,Dec-22,2022," 31,320,000 ",Equipment,,, -   
2210,"MRA Undercounter Chiller ""UCC 1500 P2"" 1500x750x850 - PMJ1",302357,PMJ1,,48,4,Dec-22,2022," 13,800,000 ",Equipment,,, -   
2211,POS 1561E FULL HD WIDE SCREEN (1 set with Printer & Cash Drawer) - PMJ1,302360,PMJ1,,48,4,Dec-22,2022," 28,263,404 ",Equipment,,, -   
2212,Cash Drawer (Black) Additional - PMJ1,302361,PMJ1,,48,4,Dec-22,2022," 716,006 ",Equipment,,, -   
2213,1561E Customer Display (2 line) - PMJ1,302362,PMJ1,,48,4,Dec-22,2022," 1,243,590 ",Equipment,,, -   
2214,1 Set PABX 16lines with Extension Card + 34 unit Telpon - 9IST,302374,9IST,,48,4,Dec-22,2022," 43,620,000 ",Equipment,,, -   
2215,Honda CR-V RM3 2WD 2.4 AT CKD,400001,9MKT,,96,8,Apr-17,2017," 420,900,000 ",Vehicle,5-Jul-2018,2018," 420,900,000 "
2216,Food Truck - Mitsubishi L300 + Karoseri - MOB1,400002,MOB1,,96,8,Sep-21,2021," 331,312,273 ",Vehicle,,, -   
2217,Mitsubishi L300 + Karoseri BOX Freezer - 9MTD,400003,9MTD,,96,8,Jun-22,2022," 275,763,310 ",Vehicle,,, -   
2218,Packing table - CPF,500026,CPF,4,48,4,,2015," 22,880,000 ",Funiture & Fixture,30-Jun-18,2018," 22,880,000 "
2219,"Sieben Staff Desk 1206 Iron Wood (u/s), code: X130311 - CPF",500034,9CPF,1,48,4,,2015," 5,699,050 ",Funiture & Fixture,30-Jun-18,2018," 5,699,050 "
2220,"Sieben WS 25 1212 Iron Wood, Code: X130594 - CPF",500035,9CPF,1,96,8,,2015," 6,174,050 ",Funiture & Fixture,30-Jun-18,2018," 6,174,050 "
2221,"Sieben Staff Desk 1206 Iron Wood (u/s), code: X130613 - CPF",500036,9CPF,1,96,8,,2015," 5,414,050 ",Funiture & Fixture,30-Jun-18,2018," 5,414,050 "
2222,"Zenia Staff Chair - Black, Code : X091445 - CPF1",500037,9CPF,1,48,4,,2015," 569,050 ",Funiture & Fixture,30-Jun-18,2018," 569,050 "
2223,"Zenia Staff Chair - Black, Code : X115821 - CPF1",500038,9CPF,1,48,4,,2015," 474,050 ",Funiture & Fixture,30-Jun-18,2018," 474,050 "
2224,"Kentucky Bar Stool, Code : X066299 - CPF1",500046,9CPF,1,12,1,,2015," 379,050 ",Funiture & Fixture,30-Jun-18,2018," 379,050 "
2225,"Kentucky Bar Stool White #2, Code : X066299 - CPF1",500047,9CPF,1,12,1,,2015," 379,050 ",Funiture & Fixture,30-Jun-18,2018," 379,050 "
2226,"Zenia Staff Chair - Black #2, Code : X115821 - CPF1",500048,9CPF,1,12,1,,2015," 474,050 ",Funiture & Fixture,30-Jun-18,2018," 474,050 "
2227,"Zenia Staff Chair - Black #3, Code : X115821 - CPF1",500049,9CPF,1,12,1,,2015," 474,050 ",Funiture & Fixture,30-Jun-18,2018," 474,050 "
2228,"Zenia Staff Chair - Black #4, Code : X115821 - CPF1",500050,9CPF,1,12,1,,2015," 474,050 ",Funiture & Fixture,30-Jun-18,2018," 474,050 "
2229,"Storage Shelf Flag 4 Shelf, code : KLS 10009890 - CPF1",500051,9CPF,1,96,8,,2015," 2,699,000 ",Funiture & Fixture,30-Jun-18,2018," 2,699,000 "
2230,"Storage Shelf Flag 5 Shelf #1, code : KLS 291374 - CPF1",500052,9CPF,1,96,8,,2015," 469,000 ",Funiture & Fixture,30-Jun-18,2018," 469,000 "
2231,"Storage Shelf Flag 5 Shelf #2, code : KLS 291374 - CPF1",500053,9CPF,1,96,8,,2015," 469,000 ",Funiture & Fixture,30-Jun-18,2018," 469,000 "
2232,"Storage Shelving step rack IV 8 pintu #1, code : 283646 - CPF 1",500054,9CPF,1,96,8,,2015," 1,429,000 ",Funiture & Fixture,30-Jun-18,2018," 1,429,000 "
2233,"Storage Shelving step rack IV 8 pintu #2, code : 283646 - CPF 1",500055,9CPF,1,96,8,,2015," 1,429,000 ",Funiture & Fixture,30-Jun-18,2018," 1,429,000 "
2234,Storage Shelving step rack IV 8 pintu #3 code : 283646 - CPF 1,500056,9CPF,1,96,8,,2015," 1,429,000 ",Funiture & Fixture,30-Jun-18,2018," 1,429,000 "
2235,"Rak Gantung Grundtal #1, code 601.771.85 - CPF1",500057,9CPF,1,96,8,,2015," 349,000 ",Funiture & Fixture,30-Jun-18,2018," 349,000 "
2236,"Rak Gantung Grundtal #2, code 601.771.85 - CPF1",500058,9CPF,1,96,8,,2015," 349,000 ",Funiture & Fixture,30-Jun-18,2018," 349,000 "
2237,"Rak dinding Algot, code 390.685.22 - CPF1",500059,9CPF,1,96,8,,2015," 1,120,000 ",Funiture & Fixture,30-Jun-18,2018," 1,120,000 "
2238,"Rak besi 100x40x200 cm, 4 ambal + ambalan #1 - CPF1",500060,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2239,"Rak besi 100x40x200 cm, 4 ambal + ambalan #2 - CPF1",500061,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2240,"Rak besi 100x40x200 cm, 4 ambal + ambalan #3 - CPF1",500062,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2241,"Rak besi 100x40x200 cm, 4 ambal + ambalan #4 - CPF1",500063,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2242,"Rak besi 100x40x200 cm, 4 ambal + ambalan #5 - CPF1",500064,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2243,"Rak besi 100x40x200 cm, 4 ambal + ambalan #6 - CPF1",500065,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2244,"Rak besi 100x40x200 cm, 4 ambal + ambalan #7 - CPF1",500066,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2245,"Rak besi 100x40x200 cm, 4 ambal + ambalan #8 - CPF1",500067,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2246,"Rak besi 100x40x200 cm, 4 ambal + ambalan #9 - CPF1",500068,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2247,"Rak besi 100x40x200 cm, 4 ambal + ambalan #10 - CPF1",500069,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2248,"Rak besi 100x40x200 cm, 4 ambal + ambalan #11 - CPF1",500070,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2249,"Rak besi 100x40x200 cm, 4 ambal + ambalan #12 - CPF1",500071,9CPF,1,96,8,,2015," 855,000 ",Funiture & Fixture,30-Jun-18,2018," 855,000 "
2250,HT VEV 338 merk Weierwei #4 - CPF,500077,0,,48,4,,2015," 895,000 ",Funiture & Fixture,30-Jun-18,2017," 895,000 "
2251,Kursi Lipat Kuliahan #1 CPF,500083,CPF,,48,4,,2016," 380,000 ",Funiture & Fixture,30-Jun-18,2018," 380,000 "
2252,Kursi Lipat Kuliahan #2 CPF,500084,CPF,,48,4,,2016," 380,000 ",Funiture & Fixture,30-Jun-18,2018," 380,000 "
2253,Meja Kantor MTM 3001 uk 120x60x75 cm - CWH,500169,9CWH,,48,4,,2017," 675,000 ",Funiture & Fixture,30-Jun-18,2018," 675,000 "
2254,Kursi Kantor CH With Armrest - CWH,500170,9CWH,,48,4,,2017," 345,000 ",Funiture & Fixture,30-Jun-18,2018," 345,000 "
2255,Kursi Kantor CH With Armrest - CWH,500171,9CWH,,48,4,,2017," 345,000 ",Funiture & Fixture,30-Jun-18,2018," 345,000 "
2256,Re.juve Giant Bottle for Recycle - 9MKT,500203,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2257,Re.juve Giant Bottle for Recycle - 9MKT,500204,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2258,Re.juve Giant Bottle for Recycle - 9MKT,500205,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2259,Re.juve Giant Bottle for Recycle - 9MKT,500206,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2260,Re.juve Giant Bottle for Recycle - 9MKT,500207,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2261,Re.juve Giant Bottle for Recycle - 9MKT,500208,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2262,Re.juve Giant Bottle for Recycle - 9MKT,500209,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2263,Re.juve Giant Bottle for Recycle - 9MKT,500210,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2264,Re.juve Giant Bottle for Recycle - 9MKT,500211,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2265,Re.juve Giant Bottle for Recycle - 9MKT,500212,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2266,Re.juve Giant Bottle for Recycle - 9MKT,500213,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2267,Re.juve Giant Bottle for Recycle - 9MKT,500214,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2268,Re.juve Giant Bottle for Recycle - 9MKT,500215,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2269,Re.juve Giant Bottle for Recycle - 9MKT,500216,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2270,Re.juve Giant Bottle for Recycle - 9MKT,500217,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2271,Re.juve Giant Bottle for Recycle - 9MKT,500218,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2272,Re.juve Giant Bottle for Recycle - 9MKT,500219,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2273,Re.juve Giant Bottle for Recycle - 9MKT,500220,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2274,Re.juve Giant Bottle for Recycle - 9MKT,500221,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2275,Re.juve Giant Bottle for Recycle - 9MKT,500222,9MKT,,48,4,,2019," 3,300,000 ",Funiture & Fixture,31-Dec-19,2019," 3,300,000 "
2276,Wooden Box (57x42x35 cm) - 9EAO,500188,9EAO,,48,4,,2019," 1,400,000 ",Funiture & Fixture,23-Jan-20,2020," 1,400,000 "
2277,Ex. GSK - Lemari 4 Pintu Sedang warna abu-abu,500019,9CPF,,48,4,,2019," 1,363,636 ",Funiture & Fixture,18-Jul-22,2022," 1,363,636 "
2278,Ex. GSK - Lemari 4 Pintu Sedang warna abu-abu,500020,9CPF,,48,4,,2019," 1,363,636 ",Funiture & Fixture,18-Jul-22,2022," 1,363,636 "
2279,Ex. GSK - Lemari 4 Pintu Sedang warna abu-abu,500021,9CPF,,48,4,,2019," 1,363,636 ",Funiture & Fixture,18-Jul-22,2022," 1,363,636 "
2280,Kursi Tango - GCT1,500001,WTC1,20,48,4,,2014," 20,350,000 ",Funiture & Fixture,,, -   
2281,Top table round D-900cm - GCT1,500002,GCT1,2,48,4,,2014," 1,562,000 ",Funiture & Fixture,,, -   
2282,Top table square 600x750cm - GCT1,500003,WTC1,6,48,4,,2014," 2,739,000 ",Funiture & Fixture,,, -   
2283,Leg table FS Ellips 300x300 - GCT1,500004,WTC1,8,48,4,,2014," 3,405,600 ",Funiture & Fixture,,, -   
2284,"Table bar 1200x451x920 Spec:Top table PB24mm+HPL, interior walnut, kaki mj hollow 30x30 P.coat hitam - GCT",500005,GCT1,4,48,4,,2014," 5,559,400 ",Funiture & Fixture,,, -   
2285,"Bar stool 400x300x600;Spec:veneer mahogany, kayu solid mahogany, finish natural Ex Impra - GCT1",500006,GCT1,7,48,4,,2014," 5,990,600 ",Funiture & Fixture,,, -   
2286,Kursi Tango - KKS1,500007,KKS1,12,48,4,,2014," 12,210,000 ",Funiture & Fixture,,, -   
2287,Top table 600x600x750 - KKS1,500008,KKS1,8,48,4,,2014," 3,388,000 ",Funiture & Fixture,,, -   
2288,Leg table FS Ellips 250x250 - KKS1,500009,KKS1,8,48,4,,2014," 3,212,000 ",Funiture & Fixture,,, -   
2289,Table bar 1200x451x1100 - KKS1,500010,KKS1,6,48,4,,2014," 6,160,000 ",Funiture & Fixture,,, -   
2290,Table bar 900x451x1100 - KKS1,500011,KKS1,1,48,4,,2014," 1,490,500 ",Funiture & Fixture,,, -   
2291,Barstool 350x300x800 - KKS1,500012,KKS1,10,48,4,,2014," 9,889,000 ",Funiture & Fixture,,, -   
2292,"TV LED48"" Samsung UA48H5100-KKS1",500013,KKS1,2,48,4,,2014," 20,600,000 ",Funiture & Fixture,,, -   
2293,Pioneer CD/DVD/MP3 Player - KKS,500014,KKS1,1,48,4,,2014," 770,000 ",Funiture & Fixture,,, -   
2294,Bosch mixer amplifier 120 watt - KKS1,500015,KKS1,1,48,4,,2014," 3,135,000 ",Funiture & Fixture,,, -   
2295,Audio source monitor speaker 6 - KKS1,500016,KKS1,2,48,4,,2014," 1,925,000 ",Funiture & Fixture,,, -   
2296,Speaker cables & interconnect - KKS1,500017,KKS1,2,48,4,,2014," 550,000 ",Funiture & Fixture,,, -   
2297,"Bar stool (add) 400x300x600;Spec:veneer mahogany, kayu solid mahogany, finish natural Ex Impra - GCT1",500018,GCT1,1,48,4,,2014," 855,800 ",Funiture & Fixture,,, -   
2298,"Barstool L35xW30xH80, solidwood, stain walnut - LOW",500024,LOW1,12,48,4,,2014," 4,800,000 ",Funiture & Fixture,,, -   
2299,Kursi kayu ANB 004 - MAX1,500025,MAX1,5,48,4,,2015," 2,750,000 ",Funiture & Fixture,,, -   
2300,Kursi Bar 35x30x80 #1 - PXV1,500041,9OPS,1,12,1,,2015," 650,000 ",Funiture & Fixture,,, -   
2301,Kursi Bar 35x30x80 #2 - PXV1,500042,9OPS,1,12,1,,2015," 650,000 ",Funiture & Fixture,,, -   
2302,Kursi Bar 35x30x80 #3 - PXV1,500043,9OPS,1,12,1,,2015," 650,000 ",Funiture & Fixture,,, -   
2303,Kursi Bar 35x30x80 #4 - PXV1,500044,9OPS,1,12,1,,2015," 650,000 ",Funiture & Fixture,,, -   
2304,Kursi Bar 35x30x80 #5 - PXV1,500045,9OPS,1,48,4,,2015," 650,000 ",Funiture & Fixture,,, -   
2305,Pesawat telepon KXDT 321 X - HRD Indah,500027,9HOC,1,48,4,,2015," 1,837,836 ",Funiture & Fixture,,, -   
2306,Pesawat telepon KXDT 321 X - Ops,500028,9OPS,1,48,4,,2015," 1,837,836 ",Funiture & Fixture,,, -   
2307,Pesawat telepon KXDT 321 X - MKT,500029,9MKT,1,48,4,,2015," 1,837,836 ",Funiture & Fixture,,, -   
2308,Kursi bar #1 - Alam sutra,500030,SOH1,1,48,4,,2015," 900,000 ",Funiture & Fixture,,, -   
2309,Kursi bar #2 - Alam sutra,500031,SOH1,1,48,4,,2015," 900,000 ",Funiture & Fixture,,, -   
2310,Kursi bar #3 - Alam sutra,500032,SOH1,1,48,4,,2015," 900,000 ",Funiture & Fixture,,, -   
2311,Kursi bar #4 - Alam sutra,500033,SOH1,1,48,4,,2015," 900,000 ",Funiture & Fixture,,, -   
2312,Telepon Panasonic KX T5 505 - PLS,500072,9IST,1,48,4,,2015," 159,000 ",Funiture & Fixture,,, -   
2313,HT VEV 338 merk Weierwei #1 - CPF,500073,9CPF,,24,2,,2015," 895,000 ",Funiture & Fixture,,, -   
2314,HT VEV 338 merk Weierwei #2 - CPF,500074,9CPF,,24,2,,2015," 895,000 ",Funiture & Fixture,,, -   
2315,HT VEV 338 merk Weierwei #3 - CPF,500075,9CPF,,24,2,,2015," 895,000 ",Funiture & Fixture,,, -   
2316,HT VEV 338 merk Weierwei #4 - CPF,500076,9CPF,,24,2,,2015," 895,000 ",Funiture & Fixture,,, -   
2317,Telepon Panasonic KX T5 505 - PXV,500078,9IST,1,12,1,,2015," 167,000 ",Funiture & Fixture,,, -   
2318,Kursi bar 35x30x80 #1 - SQR1,500079,SQR1,1,12,1,,2015," 650,000 ",Funiture & Fixture,,, -   
2319,Kursi bar 35x30x80 #2 - SQR1,500080,SQR1,1,12,1,,2015," 650,000 ",Funiture & Fixture,,, -   
2320,Kursi bar 35x30x80 #3 - SQR1,500081,SQR1,1,12,1,,2015," 650,000 ",Funiture & Fixture,,, -   
2321,Kursi bar 35x30x80 #4 - SQR1,500082,SQR1,1,12,1,,2015," 650,000 ",Funiture & Fixture,,, -   
